Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
54,1,1,5,1,3,1,4,1,2,2876,1267,0.617,4302,0.51,0.441
26,1,0,4,2,1,1,4,2,2,2600,1876,0.606,2625,0.364,0.722
35,2,1,2,1,4,1,5,2,2,6391,2317,0.831,2274,1.033,0.363
44,1,5,1,1,2,1,4,1,2,6273,978,2.275,1359,1.083,0.156
42,1,4,1,3,2,1,3,3,1,2782,1782,0.853,4669,0.755,0.641
51,2,2,4,3,3,1,4,2,3,21382,1692,0.731,3060,0.65,0.079
37,1,5,2,2,2,1,4,1,2,3252,1987,0.658,2953,0.714,0.611
48,2,3,1,2,3,1,6,1,0,13551,1294,0.791,1388,1.056,0.095
44,1,2,3,1,2,1,1,1,1,1834,0,0.618,5402,0.611,0
48,1,3,1,2,2,1,5,3,3,1899,671,0.736,2434,0.406,0.353
32,1,2,2,2,1,2,4,2,2,14143,1472,0.777,13785,0.648,0.104
35,2,4,2,2,3,1,2,1,1,24250,0,0.753,12593,0.768,0
36,2,2,3,1,4,1,4,1,5,12763,2517,1.631,2599,0.917,0.197
47,2,3,3,2,4,1,2,3,1,14131,1333,0.767,12779,0.689,0.094
61,2,0,1,1,4,1,6,2,3,9918,850,0.688,2485,0.29,0.086
46,1,3,6,2,1,1,4,3,4,2258,1600,0.607,4275,0.551,0.709
49,1,4,3,1,2,1,4,1,3,29939,0,0.963,4305,0.658,0
26,1,1,1,2,2,1,6,3,3,1438.3,673,0.595,2167,0.412,0.468
60,1,1,3,2,1,1,1,1,3,2347,1488,0.621,3977,0.886,0.634
49,2,3,4,2,1,1,5,3,1,7862,1991,0.654,3645,0.608,0.253
39,2,2,2,2,5,1,1,3,4,1726,1476,0.371,1804,0.259,0.855
49,1,2,4,1,1,1,1,2,1,2096,1276,0.6,4926,0.745,0.609
50,2,4,3,1,2,1,6,1,5,12914,1227,0.392,2082,0.459,0.095
43,2,4,1,2,4,1,3,2,4,13193,1749,0.671,4071,0.73,0.133
47,2,2,3,1,3,1,2,3,3,5449,1628,0.696,836,0.385,0.299
53,2,3,3,1,4,1,2,5,1,1438.3,0,0.895,4722,0.841,0
52,1,3,2,1,1,1,4,2,2,3136,1103,0.812,4528,0.884,0.352
52,2,3,4,1,5,1,3,2,4,6355,0,0.711,4009,0.947,0
39,1,1,1,2,1,1,5,2,1,3390,2222,0.768,5001,0.822,0.655
52,1,2,3,1,1,1,6,3,0,5456,0,0.337,3470,0.625,0
34,2,1,2,1,4,1,3,2,3,3890,2286,0.633,1889,0.457,0.588
37,2,3,1,1,5,1,3,3,0,15017,1733,0.635,2076,0.487,0.115
48,1,3,2,1,1,1,4,2,1,2363,978,0.662,2635,0.538,0.414
36,2,2,2,1,3,1,2,1,2,4343,2220,1.045,14463,0.776,0.511
51,2,2,1,1,5,2,1,1,2,34516,1702,0.705,8652,0.849,0.049
51,2,3,3,2,3,1,4,1,2,5611,0,0.697,16557,0.622,0
57,1,2,3,2,1,1,3,5,2,1614,0,0.241,1690,0.357,0
49,1,2,3,1,1,1,3,1,3,1438.3,710,0.683,3808,0.569,0.494
60,2,0,4,1,3,1,1,4,2,29239,0,1.057,8169,0.585,0
55,2,3,1,2,5,1,3,3,2,31636,2517,0.718,4231,1.061,0.08
49,2,2,2,1,5,1,2,3,2,11714,949,1.036,5366,0.659,0.081
51,2,1,3,2,3,1,4,3,3,3554,1563,0.893,3640,0.735,0.44
45,2,0,1,1,4,1,4,3,3,1438.3,0,0.555,4869,0.737,0
49,1,2,4,1,1,1,3,3,4,3283,1856,1.103,4498,0.829,0.565
52,1,0,6,1,2,1,6,4,3,7210,0,0.769,2516,0.8,0
60,2,0,2,1,4,1,5,1,3,4541,1037,0.825,2829,0.467,0.228
48,2,2,4,1,3,1,2,2,3,2111,0,0.531,773,0.133,0
41,2,3,1,1,5,1,2,3,1,27169,0,0.781,3906,0.977,0
31,2,0,2,2,2,1,3,2,3,4493,1388,0.795,17744,0.763,0.309
54,1,3,3,1,2,1,3,1,3,1626,0,0.664,4830,0.642,0
48,1,3,5,1,1,1,2,2,1,2490,1582,0.76,7719,0.623,0.635
35,1,2,1,1,2,1,4,3,4,3454,1603,1.078,1575,0.519,0.464
58,2,2,3,2,3,1,1,2,4,3091,2517,0.602,1844,0.633,0.814
44,2,3,1,2,2,2,5,1,3,19360,870,0.532,3966,0.902,0.045
43,1,1,5,1,1,1,4,3,3,1438.3,0,0.481,2137,0.333,0
47,2,4,1,2,3,1,6,3,2,21637,2030,0.776,1222,0.438,0.094
50,1,3,3,1,1,1,1,2,3,2473,1675,0.648,4203,0.872,0.677
51,1,2,2,2,1,1,5,2,3,3069,2517,0.73,4512,0.766,0.82
33,2,1,2,3,2,1,6,1,3,2507,1592,0.691,4355,0.837,0.635
40,2,3,5,2,3,1,4,4,3,8958,0,0.483,2131,0.387,0
42,1,1,1,2,1,1,5,1,3,3534,1175,0.737,13588,0.808,0.332
42,2,3,3,1,1,1,4,5,0,6218,2134,1.25,2086,0.786,0.343
63,2,1,2,1,2,1,5,3,2,4559,1571,1.441,1870,0.842,0.345
48,2,4,1,1,3,2,6,2,5,34516,807,0.967,3937,1.051,0.023
43,2,3,6,2,4,1,3,3,2,3312,0,0.698,647,0.462,0
33,2,2,1,1,3,1,4,2,2,22399,1431,1.019,2390,0.722,0.064
51,1,1,4,2,1,1,3,3,2,4860,1772,0.561,4329,0.86,0.365
45,1,4,5,1,1,1,6,3,1,2192,1464,0.66,4905,0.978,0.668
40,1,2,1,2,2,1,6,2,2,3097,2409,0.912,4624,0.87,0.778
45,1,3,3,2,2,1,3,3,3,4028,710,0.731,791,0.833,0.176
38,1,4,1,1,1,1,5,1,2,3144,2216,0.741,4717,0.562,0.705
51,2,0,1,1,5,1,4,2,3,18733,1292,0.442,5080,0.491,0.069
45,2,2,3,1,2,1,3,2,1,5771,2248,1.791,1387,0.8,0.39
52,1,2,1,1,2,1,1,2,3,4090,1649,0.752,15497,0.673,0.403
51,1,1,1,2,2,1,3,3,3,8840,1794,0.848,2839,0.808,0.203
46,1,3,1,2,3,1,3,2,1,8869,0,0.413,1935,0.429,0
46,1,4,1,3,2,1,3,1,1,2477,1480,0.826,5138,0.974,0.597
51,2,1,3,2,3,1,1,3,2,27318,2416,0.917,7481,0.548,0.088
58,1,2,4,2,1,1,6,4,0,2212,1902,0.691,4976,0.975,0.86
45,2,3,4,2,3,2,1,3,3,34516,0,1.492,2534,0.433,0
47,2,3,3,2,4,1,3,2,4,1659,1544,0.408,1920,0.345,0.931
27,1,1,1,2,3,1,6,2,4,2339,2080,1.067,2294,0.452,0.889
43,2,3,4,3,3,1,5,2,3,13625,0,0.93,3902,0.632,0
47,2,4,3,1,3,1,5,2,4,21148,1746,0.853,3370,0.769,0.083
38,2,2,3,1,1,1,4,1,3,8740,734,1.072,2169,0.652,0.084
41,2,4,4,3,4,1,5,3,2,2001,0,0.791,4455,0.64,0
46,1,4,2,1,1,1,5,3,3,7552,0,1.047,5537,0.853,0
54,1,2,1,1,2,1,2,3,3,3781,1692,0.791,2310,0.72,0.448
38,1,2,3,2,1,1,5,3,3,2222,1205,0.395,1823,0.361,0.542
45,2,3,1,3,4,2,2,1,3,34516,1509,0.728,7167,0.625,0.044
39,1,1,1,2,2,1,3,3,1,3812,1103,0.757,4080,0.625,0.289
63,1,2,1,2,1,3,4,1,3,15987,1345,0.729,3640,0.867,0.084
48,1,1,3,2,1,1,3,1,2,3251,2517,0.739,2483,0.471,0.774
48,2,0,6,1,4,1,2,3,4,7277,504,0.582,2356,0.29,0.069
41,2,4,2,1,4,4,1,1,2,34516,1559,0.759,8888,0.763,0.045
45,1,2,6,3,2,1,5,3,3,2788,1826,0.521,4437,0.595,0.655
53,1,3,3,3,1,1,5,1,2,2383,1516,0.857,4917,0.95,0.636
43,1,2,2,2,2,1,4,2,2,5070,0,0.67,4193,0.811,0
31,2,1,5,2,2,1,5,3,3,13734,0,0.855,2566,0.762,0
51,1,0,6,2,1,1,2,2,2,4132,2517,0.786,13820,0.697,0.609
45,1,2,5,2,2,1,3,3,4,2707,1796,0.597,4077,1.059,0.663
50,2,1,1,2,5,1,4,1,3,13032,1701,0.904,4348,0.878,0.131
54,1,0,1,1,1,1,1,2,3,1740,0,0.811,4751,0.86,0
58,1,3,2,1,1,1,6,1,0,2609,2439,1.269,1731,1.833,0.935
43,2,2,2,1,4,1,1,3,3,2600,2047,0.749,8804,0.682,0.787
45,2,5,2,3,5,1,2,3,2,5287,0,0.841,8392,0.683,0
48,1,5,4,2,1,1,4,2,3,7645,931,0.894,5016,0.622,0.122
41,1,3,2,1,1,1,6,2,3,2359,1509,1.1,5232,0.814,0.64
53,2,4,1,2,3,1,5,3,3,5376,1177,0.939,1840,0.606,0.219
35,1,2,1,2,3,1,6,1,2,3269,1434,0.63,4672,0.65,0.439
26,2,0,2,2,1,1,6,3,3,2735,1348,0.805,2441,0.45,0.493
35,1,5,2,1,2,1,3,2,6,1438.3,0,0.763,2500,0.517,0
45,1,4,3,1,2,1,6,3,1,1438.3,0,0.825,4596,0.732,0
62,2,0,2,2,2,1,3,3,3,21329,2119,0.644,4206,1.027,0.099
52,1,1,2,2,1,1,6,2,2,2705,1581,0.851,5532,0.841,0.584
47,2,1,1,1,4,1,2,2,3,11773,0,0.754,5098,1.071,0
65,2,1,2,1,2,1,6,2,2,2246,1326,0.543,1429,0.455,0.59
57,2,1,2,1,3,1,3,2,2,6543,2260,0.448,1519,0.632,0.345
40,2,1,2,1,4,1,1,3,3,2276,1372,0.564,4159,0.718,0.603
53,2,3,1,2,4,1,6,4,3,16320,0,0.757,1279,0.708,0
55,2,2,2,2,2,1,5,2,0,6244,2517,0.607,1445,0.29,0.403
48,2,4,2,1,4,1,4,1,3,9728,0,0.806,3756,0.727,0
44,2,4,1,3,4,1,6,3,2,11651,1368,0.563,3870,0.561,0.117
31,1,1,3,2,1,1,3,1,2,1695,0,0.561,2428,0.593,0
26,1,1,3,2,1,1,4,3,3,2557,1990,0.575,2266,0.357,0.778
41,1,4,4,1,2,1,4,2,3,1438.3,1125,0.611,2534,0.486,0.782
59,2,0,1,2,4,1,4,2,2,4386,2505,0.806,4064,0.806,0.571
51,1,4,3,2,1,1,4,4,2,1765,1487,0.738,3333,1,0.842
38,1,2,2,2,1,1,6,1,3,2096,1567,0.778,1559,1.042,0.748
45,1,5,3,2,1,1,1,4,1,5155,0,1.014,2753,0.607,0
37,2,3,2,1,2,1,3,3,3,2523,2481,0.744,4683,0.689,0.983
47,1,2,3,1,1,1,3,3,2,2793,1517,0.712,3485,0.895,0.543
48,1,1,1,1,1,1,6,2,3,1708,1059,0.764,4880,0.795,0.62
53,2,1,1,2,3,1,5,5,4,6514,978,0.843,3084,0.658,0.15
42,2,4,3,2,3,1,6,3,5,7260,713,0.833,4253,0.78,0.098
49,1,3,1,2,2,1,1,3,3,5400,1426,0.595,4643,0.702,0.264
47,2,4,6,2,3,1,3,1,1,18037,0,0.74,1387,0.333,0
48,1,4,2,1,2,1,1,2,1,2625,2517,0.702,4378,0.884,0.959
51,2,2,3,3,5,1,4,2,3,30560,0,0.721,3736,0.719,0
44,1,5,2,1,3,1,4,3,2,13349,0,0.882,3534,0.902,0
43,2,4,3,1,4,2,1,3,1,29856,1576,0.8,14887,0.545,0.053
51,2,1,2,1,5,1,5,1,2,25837,1812,0.686,3783,0.75,0.07
60,1,1,3,2,2,1,3,3,4,5362,2057,0.763,4205,0.766,0.384
43,1,4,4,2,1,1,2,2,1,2838,1934,0.873,8644,0.554,0.681
65,2,1,2,1,1,1,3,2,1,1759,0,1.058,821,0.5,0
35,1,3,3,1,1,1,6,1,3,3187,2517,1.214,2072,0.833,0.79
31,1,1,3,1,1,1,6,2,2,1438.3,0,0.706,2614,0.531,0
55,1,3,4,2,1,1,6,3,4,1844,0,0.729,4564,0.608,0
31,2,2,2,2,3,1,2,1,3,4246,2517,0.951,8102,0.886,0.593
58,2,2,1,1,5,1,6,2,4,31680,1812,0.483,1121,0.562,0.057
42,2,2,1,2,4,1,3,2,1,5169,2296,0.773,4656,0.796,0.444
50,2,2,3,1,5,1,6,2,1,34516,397,0.914,7454,0.841,0.012
37,1,1,4,2,2,1,4,2,3,1976,0,0.812,4424,0.659,0
40,1,3,1,1,2,1,3,1,3,1829,1140,0.325,1610,0.4,0.623
53,1,4,1,1,1,1,2,3,5,1438.3,0,0.314,1739,0.467,0
49,2,2,3,1,3,1,2,3,4,29865,2097,0.902,8636,0.947,0.07
47,1,1,2,1,1,1,3,3,4,2709,2034,0.606,4915,0.84,0.751
40,1,4,2,1,1,1,2,3,3,1968,1781,0.972,5087,0.725,0.905
42,1,2,1,2,3,2,2,2,3,34516,1066,0.846,8657,0.75,0.031
41,2,2,2,1,4,1,6,3,2,9428,1765,0.587,1457,0.593,0.187
45,1,4,1,2,2,1,3,2,2,2700,1977,0.801,4984,1.083,0.732
38,2,2,4,1,3,1,4,1,1,18226,1847,0.845,1681,0.87,0.101
52,1,2,1,1,2,2,3,3,2,19220,0,0.997,4642,0.761,0
30,2,1,2,1,4,1,3,3,2,7906,1631,0.889,1946,0.552,0.206
63,2,0,2,1,3,1,3,3,4,10257,1021,0.467,1508,0.429,0.1
50,2,1,6,2,3,1,6,1,2,2826,1741,0.669,4488,0.825,0.616
39,1,2,2,1,1,1,6,2,3,1578,760,0.709,2017,0.955,0.482
40,2,4,4,3,3,1,6,2,3,16050,0,0.77,3721,0.512,0
56,1,0,2,1,1,1,3,3,1,1438.3,0,0.618,4210,0.5,0
56,1,1,4,1,1,1,6,2,3,2641,1257,0.891,1439,1.053,0.476
53,1,3,2,1,2,1,5,1,3,2495,1354,0.623,1311,0.476,0.543
42,2,4,6,2,4,1,2,2,2,3322,0,0.758,13784,0.588,0
45,1,3,3,2,1,1,5,4,1,2551,2253,0.688,3753,0.909,0.883
33,1,2,2,3,3,1,3,3,4,9725,0,0.75,4062,0.711,0
39,2,2,5,1,3,1,5,2,1,18974,2517,1.369,2783,1,0.133
39,2,4,2,2,5,2,6,2,2,34516,2517,0.887,1689,1.1,0.073
59,2,1,1,2,3,1,2,5,4,15633,0,0.984,8660,0.758,0
43,2,4,1,2,4,1,5,3,3,10573,0,0.794,2237,0.387,0
43,2,4,2,2,4,1,4,3,3,4983,1355,0.66,1939,0.5,0.272
39,2,4,3,1,3,1,6,4,2,1438.3,0,0.797,4282,0.725,0
41,1,1,3,3,1,1,5,2,4,2758,1675,0.882,3820,0.636,0.607
46,1,4,3,1,1,2,3,1,4,10961,1391,0.662,3914,0.75,0.127
39,1,2,3,2,1,1,3,2,3,2370,2031,0.889,4000,0.975,0.857
38,1,2,1,2,1,1,1,2,1,3860,1175,0.734,14474,0.71,0.304
40,1,4,1,1,2,2,1,2,3,16191,0,0.967,13452,0.621,0
42,1,2,2,2,2,1,4,4,3,2471,1658,0.682,4406,0.676,0.671
34,2,1,4,1,4,1,3,2,2,5510,1604,0.551,1995,0.262,0.291
48,1,1,2,1,2,1,6,4,4,14228,1953,0.651,1970,0.645,0.137
52,2,4,3,1,4,1,5,1,3,2641,1584,0.809,4279,0.718,0.6
45,2,4,1,2,5,1,1,1,3,9036,0,0.753,8356,0.681,0
46,1,2,1,2,1,1,4,2,4,1438.3,639,0.768,4427,0.735,0.444
36,2,0,1,1,4,1,5,1,2,7667,0,0.632,1501,0.667,0
52,1,1,1,2,1,1,3,3,4,1842,625,0.729,2650,0.483,0.339
33,2,2,4,2,3,1,3,4,3,7081,1874,0.699,2249,1.35,0.265
53,1,2,6,2,2,1,3,2,2,4500,0,0.761,4579,0.814,0
59,1,0,3,1,1,1,5,3,2,7692,1678,1.423,1861,0.5,0.218
57,2,2,3,2,4,1,1,1,3,23058,1534,0.701,7009,0.708,0.067
44,2,3,1,1,5,1,2,2,3,3977,1325,0.769,4076,0.632,0.333
43,2,2,3,1,4,1,2,3,3,14447,0,0.856,915,2.222,0
36,1,2,3,2,1,1,2,3,3,6071,0,0.912,9338,0.903,0
49,2,1,6,1,5,1,6,1,3,9364,618,0.554,1099,0.8,0.066
37,1,2,2,1,1,1,3,2,1,2588,1782,0.546,4159,0.766,0.689
50,2,2,2,1,5,1,5,6,0,10747,1027,0.925,4538,0.658,0.096
40,2,3,1,1,4,1,6,3,2,10529,0,0.729,4583,0.851,0
35,2,3,5,1,3,1,3,1,2,4380,0,0.719,17258,0.704,0
33,2,1,1,2,3,1,4,1,0,1438.3,0,0.865,2557,0.618,0
50,2,2,3,1,5,1,4,3,4,23911,2100,0.988,4770,0.712,0.088
30,2,0,2,1,4,1,5,2,4,4516,2252,0.889,1819,0.846,0.499
34,2,3,3,1,4,1,6,1,1,2345,1643,0.678,4634,0.643,0.701
38,1,3,3,2,1,1,2,3,1,1946,1430,0.564,4643,0.812,0.735
52,2,2,3,2,3,1,6,1,3,15904,1024,0.369,1433,0.5,0.064
40,1,1,2,1,1,1,6,3,2,4712,0,0.84,4216,0.64,0
31,1,1,3,2,1,1,3,1,3,3399,1800,0.752,13148,0.806,0.53
44,1,2,6,2,2,1,4,3,2,4210,0,1.224,4248,0.857,0
38,1,3,2,1,1,1,3,3,2,2450,1981,0.712,4352,0.784,0.809
46,1,3,1,2,1,1,5,3,3,1438.3,576,0.774,5098,0.833,0.4
31,2,0,3,1,1,1,2,3,0,4093,0,0.697,15495,0.778,0
45,1,3,5,1,1,1,2,3,2,2726,2127,0.814,5578,0.854,0.78
54,2,3,2,1,3,1,3,4,3,3288,2517,0.84,2717,0.438,0.766
47,1,4,3,1,2,1,3,1,3,14241,2081,0.909,1581,0.833,0.146
42,1,1,2,1,1,1,5,3,3,2758,2017,0.883,4119,1.028,0.731
42,1,5,1,1,1,1,5,1,2,2346,1373,0.73,4432,0.756,0.585
42,2,4,6,1,3,1,5,3,4,31864,0,1.009,1591,0.75,0
43,1,3,2,2,1,1,5,3,3,2313,1325,0.723,5006,0.81,0.573
43,1,4,2,2,1,1,1,1,1,1820,0,0.708,7714,0.596,0
61,2,0,2,2,5,1,6,3,3,4650,1162,0.82,7976,1.056,0.25
55,1,3,3,3,1,1,3,2,1,2111,1209,0.594,2803,0.605,0.573
37,2,2,2,2,2,1,6,3,4,3216,0,0.683,4039,1.077,0
36,2,3,2,2,2,1,3,6,3,8436,2517,0.807,2627,1.032,0.298
46,1,1,3,2,2,1,3,2,1,7195,0,1.035,2751,1.136,0
35,2,3,1,1,4,1,5,1,3,8547,1666,1.163,1311,2,0.195
63,2,2,1,1,4,1,5,2,3,14035,2061,2.271,1606,1.5,0.147
31,2,0,3,1,2,1,3,3,0,4048,1113,0.717,1757,0.607,0.275
47,1,5,6,1,2,1,6,1,1,4748,1008,0.484,3197,0.707,0.212
47,1,5,3,1,2,1,2,2,3,5168,2265,0.715,8211,0.818,0.438
57,1,1,2,1,1,1,3,2,2,1609,0,0.669,4770,0.7,0
43,1,3,2,1,1,1,3,3,2,1824,0,0.797,4594,0.654,0
55,1,3,1,1,2,1,3,2,0,4861,1123,0.938,1556,0.538,0.231
52,1,3,3,2,1,1,4,2,2,1554,926,0.785,4997,0.927,0.596
48,2,1,4,1,4,1,4,3,2,19324,1040,0.904,1744,0.852,0.054
34,1,1,1,2,1,3,4,3,2,15987,0,1.494,2327,0.806,0
54,1,3,2,2,2,1,6,3,4,5632,1596,0.951,3557,1.065,0.283
33,1,2,4,2,3,3,3,1,3,34516,1540,1.038,2574,0.756,0.045
46,1,3,2,2,2,1,4,3,3,9110,2517,1.052,5290,0.816,0.276
33,1,3,4,2,2,1,6,3,5,6316,1344,0.823,2401,0.732,0.213
34,2,2,1,2,3,2,4,3,3,34516,1263,0.603,2759,0.806,0.037
46,1,2,1,2,3,1,3,3,3,2418,1106,0.963,3541,0.882,0.457
42,2,3,2,2,4,1,3,3,3,5951,0,0.742,4160,0.867,0
50,2,3,1,2,5,1,1,2,2,34516,1134,0.585,4520,0.659,0.033
39,2,1,3,1,1,1,3,3,3,4247,0,0.405,847,0.133,0
65,2,1,2,2,2,1,6,2,4,13364,1318,1.063,4548,0.862,0.099
49,2,4,1,1,3,1,6,3,2,17285,1853,0.882,4787,0.714,0.107
47,2,2,4,1,4,2,2,1,1,34516,1349,0.674,8582,0.767,0.039
50,2,4,4,1,5,1,6,1,4,7084,0,0.889,3838,0.737,0
59,2,0,2,2,2,1,2,4,3,3616,1054,0.616,687,0.545,0.291
50,1,2,3,1,1,1,3,1,2,3386,2517,0.743,4890,0.667,0.743
42,1,3,1,1,1,1,6,3,3,8628,1077,0.872,1675,0.415,0.125
54,1,2,2,2,2,1,4,3,4,3778,0,0.739,2367,0.452,0
59,1,0,5,1,1,1,5,2,3,1479,601,0.607,1621,0.6,0.406
43,1,3,3,1,1,1,5,2,2,2415,1452,0.609,3970,0.619,0.601
53,2,1,2,1,3,1,3,3,4,14111,1034,0.505,2950,0.684,0.073
49,2,1,1,1,4,1,5,1,4,4854,1212,0.308,3651,0.556,0.25
43,2,3,2,2,4,1,6,2,4,11550,1505,1.034,3891,0.9,0.13
50,1,4,3,1,1,1,4,1,4,1488,755,0.783,4451,0.711,0.507
41,1,5,3,2,1,1,4,2,1,1762,1051,0.785,4986,0.739,0.596
38,1,3,1,2,1,1,6,2,2,2699,564,0.683,4813,0.814,0.209
44,1,3,2,1,2,1,3,3,4,7772,0,0.896,2618,0.576,0
48,2,2,2,1,3,1,5,1,2,11332,1647,0.542,4674,0.714,0.145
34,1,2,2,2,2,1,2,3,1,1677,0,0.7,4035,0.891,0
58,1,1,4,1,1,1,4,2,3,3331,2251,1.044,5379,0.643,0.676
45,2,4,1,1,3,1,1,1,3,26819,1657,0.816,14450,0.762,0.062
49,2,5,2,1,3,1,6,2,2,2292,0,0.976,2584,0.5,0
49,2,4,2,1,4,2,5,2,3,25620,1107,0.971,3503,0.65,0.043
49,1,4,2,1,1,1,4,2,0,2826,2070,0.541,1025,0.647,0.732
48,1,4,2,1,2,1,4,1,2,21416,0,0.702,4221,0.923,0
52,2,1,2,2,3,1,1,3,2,3770,0,0.544,2387,0.5,0
33,1,1,5,1,1,1,6,2,0,1741,1328,0.69,2629,0.649,0.763
42,1,3,1,2,3,1,3,3,3,16612,2517,0.602,4697,0.808,0.152
37,2,1,4,2,4,1,6,3,2,15755,1410,0.839,2061,0.649,0.089
57,2,2,2,1,4,1,3,1,2,2736,1822,0.593,1211,0.923,0.666
36,2,2,1,1,3,1,5,3,3,5634,1996,1.589,2366,0.69,0.354
42,2,2,4,2,3,1,1,3,1,9959,2517,0.884,8847,0.771,0.253
35,2,0,2,3,2,1,6,3,2,5619,1504,0.775,2808,0.6,0.268
42,2,2,5,2,4,1,6,2,3,20803,1747,0.311,4012,0.429,0.084
40,1,3,3,3,2,1,3,1,2,1956,958,0.789,4977,0.854,0.49
59,1,0,5,2,2,1,5,3,3,2634,1644,1.092,4190,0.732,0.624
47,1,2,1,1,1,1,6,2,2,2190,0,0.63,4416,0.581,0
43,1,3,3,1,1,1,1,2,2,3541,1042,0.774,14511,0.708,0.294
41,2,2,4,2,3,1,6,3,3,2647,620,0.664,2262,0.424,0.234
58,1,1,2,2,2,1,3,3,1,6960,1536,0.437,3112,0.549,0.221
51,1,1,1,2,3,1,3,2,2,9352,1429,0.728,3536,0.69,0.153
42,1,1,1,1,1,1,5,1,2,2393,1985,0.788,978,0.778,0.83
49,1,4,2,1,2,1,4,3,3,4048,0,0.601,2227,0.464,0
57,2,2,5,2,3,2,2,3,3,34516,1847,0.557,7842,0.794,0.054
41,2,3,2,3,3,1,1,3,3,16627,2118,0.589,7996,0.597,0.127
46,1,2,3,2,1,1,4,3,2,3670,0,0.797,4811,0.889,0
45,2,3,2,3,3,1,3,2,2,18410,974,0.857,3778,0.694,0.053
53,1,2,2,2,1,1,2,2,3,1874,994,0.713,4194,0.857,0.53
53,2,2,2,1,5,1,6,2,3,3386,1984,0.573,1318,0.194,0.586
41,1,3,2,1,1,1,5,2,0,1867,970,0.828,4537,1,0.52
42,2,3,2,1,3,1,1,3,2,22993,0,1.004,7867,0.786,0
44,2,3,4,2,4,2,4,1,3,28397,1421,0.635,1635,0.824,0.05
45,1,5,1,1,1,1,4,3,2,2156,1208,0.569,1345,0.647,0.56
47,1,4,5,2,2,1,6,2,3,2216,1800,0.751,4711,0.694,0.812
63,2,1,1,2,3,1,6,1,2,21430,0,0.511,3561,0.676,0
68,2,0,2,1,1,1,1,3,2,1438.3,900,0.743,760,0.615,0.626
40,1,2,3,1,1,1,3,2,1,2708,0,0.572,4277,0.636,0
60,2,0,3,1,4,1,6,1,2,6479,1393,0.468,1618,0.958,0.215
46,2,3,1,1,1,1,1,2,2,6954,1502,0.624,7510,0.648,0.216
50,1,1,2,1,1,1,6,1,2,7115,2000,0.769,3584,0.966,0.281
42,2,2,3,2,3,1,4,2,1,29195,892,0.565,4411,0.763,0.031
50,1,4,6,1,2,1,6,4,2,23692,2402,0.942,3632,0.676,0.101
45,1,4,6,1,1,1,5,3,3,1663,1012,0.886,2729,0.52,0.609
39,2,1,3,2,4,1,4,3,3,9204,845,0.673,1820,0.611,0.092
49,1,2,2,1,2,1,5,3,2,3263,1522,0.58,4288,0.725,0.466
36,1,2,1,2,1,1,6,4,0,2051,1154,0.605,3912,0.717,0.563
44,1,3,1,2,3,2,2,3,3,34516,941,0.659,12042,0.857,0.027
38,2,1,2,1,3,1,4,3,2,22149,987,1.633,2409,0.8,0.045
56,2,1,1,2,3,1,2,3,1,16835,897,0.767,4059,0.778,0.053
58,2,2,1,1,1,1,4,1,0,2774,0,0.721,1258,0.435,0
57,1,2,3,1,1,1,5,3,1,2679,2011,0.466,1723,0.75,0.751
32,1,0,3,1,2,1,6,3,2,8791,0,0.894,2579,0.594,0
26,2,0,5,1,2,1,6,1,4,2773,2080,0.695,3567,0.622,0.75
52,2,2,1,2,2,1,3,4,2,1538,666,0.642,4808,0.684,0.433
45,1,3,3,3,3,1,6,3,2,20356,2517,0.607,4547,0.861,0.124
45,1,3,1,2,1,1,6,2,3,2016,972,0.685,4535,0.745,0.482
49,1,1,5,2,2,1,6,3,2,2880,1996,0.719,4334,0.884,0.693
42,2,2,2,2,4,1,3,3,3,4836,493,0.417,1870,0.406,0.102
50,1,5,1,1,1,1,1,3,2,2033,841,0.717,4360,0.696,0.414
54,1,2,3,1,1,1,3,6,3,2247,0,0.641,2615,0.423,0
52,1,3,1,1,1,1,4,4,2,2577,879,0.74,5021,0.744,0.341
48,1,3,3,2,2,1,2,1,1,9742,2517,0.692,13082,0.804,0.258
46,1,4,3,2,1,1,5,2,3,2722,1473,0.737,3129,0.683,0.541
49,2,4,6,2,4,2,5,2,2,30976,2051,0.684,3193,0.725,0.066
42,2,3,4,1,4,1,1,3,1,1438.3,0,0.887,4246,0.804,0
51,1,3,3,1,1,1,4,3,2,2882,0,0.722,4446,0.744,0
42,2,2,1,2,2,1,3,2,5,3735,1723,0.595,14501,0.84,0.461
49,1,3,4,1,1,1,3,3,3,1603,749,0.733,2644,0.483,0.467
59,2,1,2,2,4,1,3,1,2,7288,0,0.64,14873,0.714,0
56,1,2,3,1,1,1,1,2,3,9092,1363,0.83,14779,0.843,0.15
43,2,2,2,1,4,1,3,2,3,2049,1530,1.344,4521,0.628,0.747
36,1,3,1,1,1,1,1,2,3,2328,1953,0.599,4373,0.935,0.839
44,1,1,1,2,2,1,3,2,5,4142,2517,0.809,2104,0.833,0.608
51,1,3,2,1,1,1,6,3,3,2943,2131,0.597,4554,0.562,0.724
